"carat","cut","color","clarity","depth","table","x","y","z","target"
0.56,"Ideal","F","VVS2",61.3,57,5.31,5.35,3.26,"dewevo"
0.71,"Premium","E","SI1",63,58,5.72,5.68,3.59,"dewevo"
0.57,"Ideal","F","VVS1",62.3,55,5.31,5.32,3.31,"dewevo"
0.79,"Premium","F","SI2",62.2,57,5.94,5.9,3.68,"dewevo"
0.74,"Ideal","F","SI2",60.6,57,5.88,5.84,3.55,"dewevo"
0.61,"Ideal","E","VS2",61.8,56,5.42,5.46,3.36,"dewevo"
0.73,"Very Good","H","VS1",61.4,58,5.75,5.85,3.56,"dewevo"
0.76,"Very Good","H","SI1",61.4,57,5.89,5.94,3.63,"dewevo"
0.82,"Ideal","I","VS1",61.4,57,5.98,6.03,3.69,"dewevo"
0.74,"Ideal","I","VS1",60.8,57,5.86,5.88,3.57,"dewevo"
0.71,"Ideal","I","VS1",62.2,54,5.71,5.75,3.56,"dewevo"
0.73,"Ideal","D","SI2",61.9,57,5.76,5.81,3.58,"dewevo"
0.7,"Very Good","H","VVS2",62.6,57,5.63,5.65,3.53,"dewevo"
0.7,"Very Good","H","VVS2",62.5,55,5.65,5.68,3.54,"dewevo"
0.74,"Very Good","D","SI2",61.4,57,5.82,5.84,3.58,"dewevo"
0.88,"Good","I","SI1",60.2,64,6.18,6.22,3.73,"dewevo"
0.55,"Ideal","F","VVS2",62.3,54,5.27,5.29,3.29,"dewevo"
0.77,"Ideal","I","VS2",61.2,59,5.91,5.95,3.63,"dewevo"
0.71,"Very Good","I","VVS1",63.3,57,5.65,5.69,3.59,"dewevo"
0.7,"Very Good","F","VS2",61.7,57,5.71,5.74,3.54,"dewevo"
0.71,"Very Good","H","VS1",62.7,57,5.66,5.72,3.57,"dewevo"
0.71,"Ideal","I","VVS2",61.4,58,5.7,5.76,3.52,"dewevo"
0.73,"Ideal","E","SI2",60.9,57,5.8,5.83,3.54,"dewevo"
0.71,"Good","F","VS1",58,61,5.83,5.85,3.39,"dewevo"
0.81,"Ideal","E","SI2",62,55,6,5.96,3.71,"dewevo"
0.81,"Premium","E","SI2",59.9,61,6.08,6.05,3.63,"dewevo"
0.51,"Ideal","E","VVS2",62.4,59,5.07,5.12,3.18,"dewevo"
0.71,"Ideal","I","VVS1",62.6,57,5.66,5.69,3.55,"dewevo"
0.71,"Ideal","I","VVS1",62.4,55,5.69,5.76,3.57,"dewevo"
0.71,"Ideal","H","VS2",61.7,55,5.73,5.77,3.55,"dewevo"
0.71,"Ideal","H","VS1",62.2,57,5.66,5.73,3.54,"dewevo"
0.71,"Ideal","H","VS1",62.4,56,5.66,5.71,3.55,"dewevo"
0.7,"Good","E","VS2",59.2,64,5.8,5.75,3.42,"dewevo"
0.6,"Premium","F","VVS2",61.1,58,5.41,5.45,3.32,"dewevo"
0.7,"Ideal","E","SI2",62.2,56,5.67,5.64,3.52,"dewevo"
0.7,"Fair","D","VS2",65.2,59,5.58,5.55,3.63,"dewevo"
0.74,"Premium","F","VS2",62.3,58,5.77,5.72,3.58,"dewevo"
0.78,"Ideal","G","SI2",62.1,54,5.92,5.94,3.68,"dewevo"
0.73,"Ideal","I","VVS1",61.7,57,5.83,5.78,3.58,"dewevo"
0.72,"Very Good","I","VVS1",62.8,56,5.69,5.75,3.59,"dewevo"
0.7,"Very Good","G","VS2",62.5,54,5.63,5.69,3.54,"dewevo"
0.71,"Very Good","H","VS1",63.9,60,5.54,5.6,3.56,"dewevo"
0.72,"Very Good","E","SI1",62,57,5.73,5.76,3.56,"dewevo"
0.81,"Very Good","H","SI1",59.1,57,6.09,6.16,3.62,"dewevo"
0.62,"Ideal","D","VS1",61,57,5.51,5.54,3.37,"dewevo"
0.7,"Premium","D","SI2",59.3,59,5.79,5.74,3.42,"dewevo"
0.75,"Ideal","I","VS1",59.9,57,5.96,5.9,3.56,"dewevo"
0.7,"Very Good","D","SI1",58.3,62,5.78,5.84,3.39,"dewevo"
0.77,"Premium","G","SI1",60.7,58,5.95,5.98,3.62,"dewevo"
0.7,"Very Good","G","VS2",58.7,53,5.83,5.86,3.43,"dewevo"
0.53,"Ideal","D","VVS2",62.2,56,5.18,5.21,3.23,"dewevo"
0.77,"Ideal","E","SI2",62,54,5.89,5.92,3.66,"dewevo"
0.72,"Good","F","SI1",64,61,5.67,5.62,3.61,"dewevo"
0.73,"Very Good","E","SI1",60.2,60,5.81,5.86,3.51,"dewevo"
0.73,"Very Good","G","SI1",58.8,61,5.87,5.93,3.47,"dewevo"
0.8,"Very Good","F","SI2",59.7,56,6.05,6.11,3.63,"dewevo"
0.8,"Ideal","F","SI2",61.8,56,5.97,6,3.7,"dewevo"
0.75,"Ideal","I","VS1",61.9,54.1,5.82,5.85,3.61,"dewevo"
0.71,"Ideal","D","SI2",61.5,56.2,5.73,5.75,3.53,"dewevo"
0.91,"Premium","F","SI2",59.8,58,6.29,6.26,3.75,"dewevo"
0.73,"Very Good","I","VVS2",62.3,58,5.75,5.78,3.59,"dewevo"
0.7,"Very Good","I","VVS1",62.1,58,5.62,5.65,3.5,"dewevo"
0.78,"Very Good","E","SI1",63.4,56,5.84,5.9,3.72,"dewevo"
0.7,"Very Good","D","SI1",63.7,60,5.57,5.61,3.56,"dewevo"
0.63,"Ideal","E","VS1",61.9,55,5.46,5.5,3.4,"dewevo"
0.83,"Ideal","H","SI2",62.3,54,6.04,6.07,3.77,"dewevo"
0.7,"Very Good","H","VS2",61.8,58,5.64,5.68,3.5,"dewevo"
0.72,"Very Good","E","SI1",62.9,54,5.72,5.76,3.61,"dewevo"
0.58,"Ideal","F","VVS2",62.2,56,5.32,5.36,3.32,"dewevo"
0.7,"Ideal","G","SI1",61.9,58,5.66,5.69,3.51,"dewevo"
0.72,"Premium","D","SI1",63,57,5.74,5.69,3.6,"dewevo"
0.97,"Very Good","I","SI2",63.4,58,6.34,6.2,3.98,"dewevo"
0.58,"Very Good","E","VVS1",59.4,63,5.42,5.32,3.19,"dewevo"
0.72,"Ideal","F","VS2",61.9,54,5.77,5.74,3.56,"dewevo"
0.6,"Ideal","H","VVS1",61,56,5.44,5.47,3.33,"dewevo"
0.61,"Very Good","G","VVS1",61.1,56,5.47,5.5,3.35,"dewevo"
0.71,"Very Good","H","VS1",62.1,55,5.71,5.72,3.55,"dewevo"
0.7,"Good","E","SI1",63.8,57,5.59,5.63,3.58,"dewevo"
0.7,"Good","E","SI1",63.3,60,5.56,5.59,3.53,"dewevo"
0.7,"Very Good","E","SI1",59.1,62,5.74,5.8,3.41,"dewevo"
0.7,"Very Good","E","SI1",61.7,62,5.64,5.68,3.49,"dewevo"
0.7,"Good","E","SI1",63.5,58,5.62,5.65,3.58,"dewevo"
0.55,"Ideal","F","VVS1",62.2,57,5.25,5.27,3.27,"dewevo"
0.71,"Very Good","E","SI1",60.3,58,5.8,5.85,3.51,"dewevo"
0.83,"Ideal","J","VS2",62.1,56,5.98,6.03,3.73,"dewevo"
0.6,"Ideal","G","IF",62,55,5.39,5.44,3.36,"dewevo"
0.7,"Good","D","SI1",61.6,62,5.67,5.72,3.51,"dewevo"
0.94,"Ideal","F","I1",61.5,55,6.34,6.37,3.91,"dewevo"
0.71,"Premium","F","VS2",61,59,5.72,5.69,3.48,"dewevo"
1.3,"Fair","E","I1",66.5,58,6.79,6.75,4.5,"dewevo"
0.71,"Premium","I","VVS1",62,58,5.7,5.65,3.52,"dewevo"
0.71,"Very Good","I","VVS1",63.4,57,5.71,5.67,3.61,"dewevo"
0.71,"Premium","I","VVS1",63,58,5.67,5.6,3.55,"dewevo"
0.71,"Good","I","VVS1",63.8,56,5.7,5.65,3.62,"dewevo"
0.71,"Premium","I","VVS1",63,58,5.68,5.66,3.57,"dewevo"
0.71,"Premium","H","VS1",62.9,57,5.72,5.67,3.58,"dewevo"
0.71,"Premium","H","VS1",62.4,58,5.73,5.68,3.56,"dewevo"
0.71,"Premium","H","VS1",59.1,61,5.87,5.83,3.46,"dewevo"
0.71,"Ideal","H","VS2",62.1,59,5.73,5.68,3.55,"dewevo"
0.71,"Premium","H","VS1",61.2,57,5.83,5.77,3.55,"dewevo"
0.71,"Very Good","E","SI1",59.3,55,5.83,5.9,3.48,"dewevo"
0.71,"Very Good","E","SI1",62,59,5.69,5.76,3.55,"dewevo"
0.71,"Very Good","E","SI1",62.9,57,5.66,5.7,3.57,"dewevo"
0.72,"Very Good","E","SI2",59.9,57,5.85,5.9,3.52,"dewevo"
0.7,"Very Good","F","SI1",62.4,56,5.63,5.69,3.53,"dewevo"
0.75,"Very Good","F","SI1",62.3,58,5.8,5.86,3.63,"dewevo"
0.7,"Ideal","F","SI1",61.4,57,5.67,5.69,3.49,"dewevo"
0.7,"Premium","D","SI2",60.4,60,5.74,5.79,3.48,"dewevo"
0.75,"Premium","F","SI1",61.7,58,5.85,5.88,3.62,"dewevo"
0.7,"Good","F","SI1",58.7,64,5.77,5.78,3.39,"dewevo"
0.7,"Very Good","F","SI1",59.4,59,5.75,5.8,3.43,"dewevo"
0.7,"Ideal","F","SI1",62.1,56,5.65,5.67,3.51,"dewevo"
0.7,"Ideal","G","VS1",61.4,55,5.74,5.69,3.51,"dewevo"
0.84,"Premium","G","SI2",62.6,58,6.01,5.98,3.75,"dewevo"
0.71,"Good","E","SI1",61.5,61,5.64,5.67,3.48,"dewevo"
0.71,"Good","E","SI1",58.4,61,5.85,5.93,3.44,"dewevo"
0.7,"Ideal","F","VS2",62.8,56,5.7,5.67,3.57,"dewevo"
0.7,"Premium","F","VS2",62,56,5.72,5.67,3.53,"dewevo"
0.84,"Premium","E","SI2",62.4,58,5.99,5.97,3.74,"dewevo"
0.71,"Very Good","G","VS2",63.1,54,5.64,5.7,3.58,"dewevo"
0.71,"Very Good","E","SI1",59.7,58,5.76,5.8,3.45,"dewevo"
0.74,"Very Good","E","SI2",61,57,5.83,5.88,3.57,"dewevo"
0.74,"Premium","G","VS1",59.5,58,5.95,5.89,3.52,"dewevo"
0.7,"Very Good","E","SI1",62.7,55,5.63,5.67,3.54,"dewevo"
0.52,"Ideal","F","IF",60.6,57,5.21,5.22,3.16,"dewevo"
0.73,"Ideal","I","VVS1",61.9,55,5.78,5.82,3.59,"dewevo"
0.7,"Ideal","D","SI2",61.3,57,5.73,5.76,3.52,"dewevo"
0.7,"Ideal","D","SI2",60.6,56.6,5.75,5.77,3.49,"dewevo"
0.7,"Ideal","D","SI2",62.1,56,5.67,5.71,3.53,"dewevo"
0.7,"Ideal","E","SI1",62.3,56,5.68,5.72,3.55,"dewevo"
0.7,"Ideal","E","SI1",60.2,57,5.78,5.82,3.49,"dewevo"
0.61,"Ideal","G","IF",61.7,55,5.44,5.49,3.37,"dewevo"
0.7,"Fair","G","VS2",66.5,57,5.4,5.46,3.61,"dewevo"
0.7,"Premium","E","SI1",61,56,5.75,5.69,3.49,"dewevo"
0.7,"Ideal","E","SI1",61.8,56,5.72,5.68,3.52,"dewevo"
0.67,"Ideal","G","VVS1",62.4,55,5.6,5.62,3.5,"dewevo"
0.7,"Good","G","VS1",63.5,61,5.6,5.64,3.57,"dewevo"
0.83,"Fair","I","VS2",64.9,58,5.9,5.84,3.81,"dewevo"
0.59,"Premium","E","VS2",62.5,56,5.4,5.36,3.36,"dewevo"
0.59,"Premium","E","VS2",60.1,59,5.46,5.42,3.27,"dewevo"
0.72,"Very Good","G","VS2",62,56,5.75,5.77,3.57,"dewevo"
0.72,"Very Good","E","SI1",62.1,57,5.69,5.75,3.55,"dewevo"
0.72,"Ideal","G","VS2",62.7,56,5.72,5.76,3.6,"dewevo"
0.76,"Ideal","H","SI1",62,56,5.89,5.85,3.64,"dewevo"
0.5,"Fair","E","VS2",79,73,5.21,5.18,4.09,"dewevo"
0.5,"Fair","E","VS2",79,73,5.21,5.18,4.09,"dewevo"
0.51,"Very Good","E","VVS1",62.2,60,5.08,5.12,3.17,"dewevo"
0.76,"Very Good","G","SI1",63.7,58,5.75,5.8,3.68,"dewevo"
0.73,"Premium","D","SI1",62.5,59,5.75,5.68,3.57,"dewevo"
0.89,"Fair","G","SI2",58.9,66,6.26,6.16,3.66,"dewevo"
0.76,"Premium","E","SI2",60.8,57,5.89,5.85,3.57,"dewevo"
0.73,"Ideal","E","SI2",61.2,54,5.88,5.86,3.59,"dewevo"
0.73,"Ideal","E","SI1",61.9,57,5.74,5.79,3.57,"dewevo"
0.88,"Good","I","SI1",60.2,64,6.22,6.18,3.73,"dewevo"
0.73,"Ideal","E","SI2",60.9,57,5.83,5.8,3.54,"dewevo"
0.73,"Premium","G","VS2",60.3,57,5.88,5.82,3.53,"dewevo"
0.55,"Ideal","F","VVS2",62.3,54,5.29,5.27,3.29,"dewevo"
0.54,"Ideal","F","VVS2",60.7,56,5.27,5.3,3.21,"dewevo"
0.71,"Ideal","I","VS2",61.6,57,5.7,5.62,3.49,"dewevo"
0.53,"Good","E","VVS2",63.4,61,5.11,5.18,3.26,"dewevo"
0.82,"Very Good","I","VS1",63.6,58.9,5.88,5.93,3.76,"dewevo"
0.74,"Very Good","F","SI1",61.5,58,5.82,5.85,3.59,"dewevo"
0.74,"Very Good","F","SI1",59.8,58,5.89,5.94,3.54,"dewevo"
0.78,"Ideal","G","SI1",62.8,56,5.88,5.84,3.68,"dewevo"
0.54,"Ideal","D","VVS2",61.6,54,5.25,5.27,3.24,"dewevo"
0.73,"Ideal","H","VS2",62,54,5.79,5.83,3.6,"dewevo"
0.73,"Ideal","G","SI1",62.1,54,5.78,5.81,3.6,"dewevo"
0.73,"Ideal","G","SI1",62,54,5.81,5.84,3.61,"dewevo"
0.74,"Ideal","F","SI1",62.2,54,5.79,5.85,3.62,"dewevo"
0.7,"Good","D","SI2",58.2,63,5.78,5.83,3.38,"dewevo"
0.72,"Premium","H","VS2",60.7,59,5.84,5.8,3.53,"dewevo"
0.77,"Very Good","I","VS2",60.2,59,5.89,5.97,3.57,"dewevo"
0.84,"Very Good","G","SI2",62.9,55,5.99,6.12,3.8,"dewevo"
0.72,"Premium","F","VS2",62.7,59,5.71,5.75,3.59,"dewevo"
0.55,"Very Good","D","VVS2",61.3,57,5.26,5.28,3.23,"dewevo"
0.55,"Very Good","E","VVS1",61.2,57,5.27,5.29,3.23,"dewevo"
0.73,"Very Good","G","SI1",60.6,59,5.83,5.85,3.54,"dewevo"
0.7,"Very Good","H","VVS2",58.8,58,5.88,5.78,3.43,"dewevo"
0.72,"Ideal","H","VS1",61.9,56,5.73,5.78,3.56,"dewevo"
0.72,"Very Good","E","VS2",61.9,56,5.75,5.79,3.57,"dewevo"
0.73,"Ideal","G","SI2",61.8,56,5.76,5.83,3.58,"dewevo"
0.81,"Premium","H","SI1",59.1,57,6.16,6.09,3.62,"dewevo"
0.71,"Very Good","I","VVS2",60.6,56,5.82,5.77,3.51,"dewevo"
0.78,"Very Good","F","SI2",62.4,59,5.86,5.91,3.67,"dewevo"
0.73,"Ideal","G","VS2",62.5,56,5.78,5.74,3.6,"dewevo"
0.72,"Ideal","I","VS1",61.4,58,5.73,5.76,3.53,"dewevo"
0.72,"Ideal","I","VS1",62.5,55,5.74,5.78,3.6,"dewevo"
0.75,"Ideal","F","SI2",62.1,55,5.83,5.87,3.63,"dewevo"
0.72,"Ideal","F","SI1",62.7,57,5.69,5.73,3.58,"dewevo"
0.7,"Premium","G","VS2",58.7,53,5.86,5.83,3.43,"dewevo"
0.77,"Very Good","G","SI1",63.2,57,5.86,5.76,3.67,"dewevo"
0.64,"Ideal","G","VVS2",60.7,57,5.58,5.63,3.4,"dewevo"
0.64,"Ideal","G","VVS2",61.8,56,5.53,5.56,3.43,"dewevo"
0.64,"Ideal","G","VVS2",61.8,54,5.53,5.56,3.42,"dewevo"
0.76,"Ideal","H","SI1",61.8,56,5.88,5.84,3.62,"dewevo"
0.71,"Ideal","G","VS2",62.1,57,5.71,5.63,3.52,"dewevo"
0.71,"Very Good","F","VS2",63.1,58,5.65,5.7,3.58,"dewevo"
0.73,"Ideal","F","SI2",61.9,55,5.78,5.82,3.59,"dewevo"
0.75,"Premium","H","VS1",58.9,62,5.96,5.93,3.5,"dewevo"
0.7,"Premium","D","SI1",59.8,57,5.79,5.74,3.45,"dewevo"
0.72,"Good","F","VS2",64.1,64,5.66,5.6,3.61,"dewevo"
0.71,"Very Good","H","VS1",63.7,57,5.63,5.67,3.6,"dewevo"
0.71,"Very Good","E","SI1",59.3,59,5.83,5.87,3.47,"dewevo"
0.71,"Very Good","F","SI1",62.4,59,5.64,5.7,3.54,"dewevo"
0.71,"Premium","E","VS2",62.4,60,5.66,5.68,3.54,"dewevo"
0.71,"Very Good","E","VS2",62.9,55,5.72,5.76,3.61,"dewevo"
0.58,"Ideal","D","VS2",60.8,57,5.4,5.42,3.29,"dewevo"
0.58,"Ideal","D","VS2",61.5,56,5.37,5.4,3.31,"dewevo"
0.71,"Ideal","H","VS1",60.9,58,5.74,5.79,3.51,"dewevo"
0.71,"Ideal","E","SI1",60.3,57,5.77,5.81,3.49,"dewevo"
0.72,"Ideal","E","SI1",62.9,54,5.76,5.72,3.61,"dewevo"
0.57,"Very Good","F","VVS1",61.9,56,5.31,5.34,3.29,"dewevo"
0.8,"Very Good","I","VS2",62,54.2,5.94,5.99,3.7,"dewevo"
0.7,"Very Good","G","VS1",61,57,5.69,5.72,3.48,"dewevo"
0.77,"Very Good","H","SI1",60.4,58,5.9,5.93,3.57,"dewevo"
0.72,"Ideal","I","VVS2",61.3,56,5.77,5.8,3.55,"dewevo"
0.7,"Good","F","VS2",60.1,56,5.73,5.78,3.46,"dewevo"
0.7,"Good","F","VS2",62.9,61,5.6,5.63,3.53,"dewevo"
0.7,"Good","F","VS2",62.6,61,5.56,5.62,3.5,"dewevo"
0.7,"Good","G","VS1",60.6,61,5.71,5.77,3.48,"dewevo"
0.7,"Premium","E","SI1",59.1,62,5.8,5.74,3.41,"dewevo"
0.7,"Very Good","E","SI1",63.5,58,5.65,5.62,3.58,"dewevo"
0.7,"Very Good","E","SI1",63.3,60,5.59,5.56,3.53,"dewevo"
0.7,"Premium","E","SI1",62.5,61,5.72,5.57,3.55,"dewevo"
0.7,"Premium","E","SI1",61.7,62,5.68,5.64,3.49,"dewevo"
0.7,"Very Good","F","VS2",61.6,60,5.63,5.71,3.49,"dewevo"
0.7,"Very Good","F","VS2",62.3,61,5.55,5.62,3.48,"dewevo"
0.7,"Very Good","F","VS2",63.3,56,5.62,5.66,3.57,"dewevo"
0.76,"Very Good","H","SI1",63,58,5.78,5.8,3.65,"dewevo"
0.76,"Very Good","H","SI1",63.3,58,5.79,5.81,3.67,"dewevo"
0.7,"Very Good","E","VS2",60.2,57,5.77,5.82,3.49,"dewevo"
0.7,"Very Good","E","VS2",62.5,57,5.64,5.68,3.54,"dewevo"
0.7,"Ideal","G","VS2",61.8,54,5.71,5.74,3.54,"dewevo"
0.84,"Ideal","H","SI2",59.9,59,6.13,6.2,3.69,"dewevo"
0.24,"Very Good","D","VVS2",60.6,59,4,4.02,2.43,"dewevo"
0.24,"Very Good","D","VVS2",62.9,58,3.96,3.99,2.5,"dewevo"
0.24,"Very Good","D","VVS2",62.4,58,3.94,4.01,2.48,"dewevo"
0.24,"Very Good","F","VVS1",59.2,59,4.04,4.07,2.4,"dewevo"
0.24,"Very Good","F","VVS1",59,58,4.07,4.1,2.41,"dewevo"
0.24,"Very Good","F","VVS1",59,59,4.05,4.08,2.4,"dewevo"
0.24,"Very Good","F","VVS1",58.7,59,4.04,4.1,2.39,"dewevo"
0.24,"Very Good","F","VVS1",61.8,59,3.93,4,2.45,"dewevo"
0.24,"Very Good","E","VVS1",62.2,59,3.99,4.02,2.49,"dewevo"
0.24,"Very Good","E","VVS1",59.7,58,4.07,4.1,2.44,"dewevo"
0.24,"Very Good","E","VVS1",63.7,57,3.92,3.93,2.5,"dewevo"
0.24,"Very Good","E","VVS1",62.5,59,3.96,4.01,2.49,"dewevo"
0.24,"Very Good","E","VVS1",62.7,59,3.97,4,2.5,"dewevo"
0.24,"Very Good","F","IF",60.4,58,4.02,4.06,2.44,"dewevo"
0.24,"Very Good","F","IF",60,57,4.07,4.1,2.45,"dewevo"
0.24,"Ideal","F","VVS2",60.7,56,3.98,4.03,2.43,"dewevo"
0.24,"Ideal","F","VVS2",61.1,57,4.03,4.06,2.47,"dewevo"
0.24,"Ideal","F","VVS2",62.6,57,3.93,3.96,2.47,"dewevo"
0.24,"Ideal","F","VVS2",61.8,56,3.97,4.02,2.47,"dewevo"
0.24,"Ideal","F","VVS2",61.6,54,4,4.09,2.49,"dewevo"
0.4,"Ideal","J","SI1",62.2,57,4.71,4.74,2.94,"dewevo"
0.37,"Ideal","H","SI1",61.1,55,4.64,4.69,2.85,"dewevo"
0.37,"Ideal","H","SI1",62.1,56,4.6,4.61,2.86,"dewevo"
0.37,"Ideal","H","SI1",60.9,57,4.63,4.67,2.83,"dewevo"
0.35,"Ideal","F","SI1",61.5,54,4.54,4.6,2.81,"dewevo"
0.24,"Good","F","VVS1",58.3,57,4.1,4.14,2.4,"dewevo"
0.3,"Very Good","D","SI1",63,58,4.24,4.27,2.68,"dewevo"
0.35,"Very Good","H","VS2",61.8,56,4.54,4.58,2.82,"dewevo"
0.3,"Premium","D","SI1",59.7,59,4.34,4.37,2.6,"dewevo"
0.3,"Ideal","D","SI1",61,56,4.3,4.33,2.63,"dewevo"
0.82,"Premium","E","SI2",62,59,6.02,5.94,3.71,"dewevo"
0.71,"Very Good","H","VVS2",62.5,56,5.65,5.68,3.54,"dewevo"
0.72,"Very Good","H","VS1",60.1,57,5.79,5.85,3.5,"dewevo"
0.72,"Ideal","I","VVS2",61.5,58,5.78,5.79,3.56,"dewevo"
0.72,"Ideal","I","VVS2",62.5,56,5.71,5.74,3.58,"dewevo"
0.72,"Ideal","I","VVS2",62.8,57,5.69,5.74,3.59,"dewevo"
0.71,"Ideal","H","VVS2",61.5,54,5.74,5.8,3.55,"dewevo"
0.74,"Ideal","E","SI2",60.9,57,5.83,5.89,3.57,"dewevo"
0.74,"Premium","E","SI2",62.6,58,5.73,5.77,3.6,"dewevo"
0.72,"Ideal","H","VS2",61.7,57,5.74,5.77,3.55,"dewevo"
0.77,"Fair","H","VS1",64.6,56.4,5.78,5.84,3.75,"dewevo"
0.94,"Ideal","F","I1",61.5,55,6.37,6.34,3.91,"dewevo"
0.7,"Fair","G","VVS2",64.5,61,5.43,5.52,3.53,"dewevo"
1.29,"Fair","H","I1",67.7,62,6.69,6.59,4.5,"dewevo"
0.7,"Premium","G","VS2",61.3,58,5.74,5.68,3.5,"dewevo"
0.73,"Ideal","I","VS1",61.6,55,5.77,5.79,3.56,"dewevo"
0.73,"Ideal","I","VS1",61.1,56,5.79,5.83,3.55,"dewevo"
0.73,"Ideal","I","VS1",61,56,5.82,5.86,3.56,"dewevo"
0.78,"Ideal","E","SI2",61.2,54,5.96,6,3.66,"dewevo"
0.71,"Fair","D","VS2",64.4,56,5.63,5.58,3.61,"dewevo"
0.7,"Ideal","F","SI1",61.4,57,5.69,5.67,3.49,"dewevo"
0.7,"Premium","F","SI1",62.4,56,5.69,5.63,3.53,"dewevo"
0.7,"Premium","D","SI2",60.4,60,5.79,5.74,3.48,"dewevo"
0.7,"Premium","F","SI1",59.5,57,5.81,5.79,3.45,"dewevo"
0.7,"Premium","F","SI1",60,60,5.62,5.55,3.6,"dewevo"
0.7,"Premium","D","SI2",60,60,5.72,5.56,3.5,"dewevo"
0.74,"Fair","F","VS2",64.6,55,5.74,5.66,3.68,"dewevo"
0.7,"Premium","H","VVS2",61,57,5.76,5.72,3.5,"dewevo"
0.7,"Ideal","F","SI1",60.8,57,5.73,5.71,3.48,"dewevo"
0.7,"Premium","F","SI1",59.4,59,5.8,5.75,3.43,"dewevo"
0.7,"Ideal","F","SI1",62.1,56,5.67,5.65,3.51,"dewevo"
0.7,"Premium","D","SI2",60.6,58,5.75,5.7,3.47,"dewevo"
0.7,"Ideal","F","SI1",62.3,57,5.68,5.64,3.53,"dewevo"
0.71,"Very Good","G","VS2",62.9,57,5.69,5.72,3.59,"dewevo"
0.77,"Ideal","I","VVS2",62.1,55,5.85,5.9,3.65,"dewevo"
0.52,"Ideal","F","IF",60.6,57,5.22,5.21,3.16,"dewevo"
0.71,"Good","G","VS2",64,55,5.65,5.67,3.62,"dewevo"
0.71,"Good","G","VS2",64.2,58,5.59,5.62,3.6,"dewevo"
0.71,"Very Good","G","VS2",62.1,62,5.65,5.71,3.53,"dewevo"
0.76,"Very Good","H","VS2",58.7,61,5.96,5.99,3.51,"dewevo"
0.81,"Good","H","SI1",65,56,5.85,5.88,3.81,"dewevo"
0.73,"Premium","F","SI1",61.2,60,5.78,5.73,3.52,"dewevo"
0.74,"Very Good","I","VVS2",62.8,55,5.75,5.78,3.62,"dewevo"
0.78,"Very Good","H","SI1",63.1,58,5.85,5.88,3.7,"dewevo"
0.7,"Fair","E","SI2",65,54,5.56,5.52,3.6,"dewevo"
0.76,"Very Good","I","VS1",63.1,58,5.77,5.79,3.65,"dewevo"
0.61,"Ideal","G","IF",61.8,52,5.46,5.55,3.4,"dewevo"
0.82,"Very Good","I","SI1",60.5,58,6.01,6.08,3.66,"dewevo"
0.82,"Very Good","I","SI1",62.3,58,5.94,6,3.72,"dewevo"
0.72,"Ideal","I","VVS2",61,57,5.81,5.84,3.55,"dewevo"
0.72,"Ideal","I","VVS2",61.6,57,5.73,5.76,3.54,"dewevo"
1.01,"Premium","J","I1",60.7,59,6.42,6.39,3.89,"dewevo"
0.7,"Premium","H","VVS1",58.3,60,5.83,5.8,3.39,"dewevo"
0.7,"Very Good","E","SI1",62.3,57,5.63,5.7,3.53,"dewevo"
0.71,"Very Good","G","SI1",62.8,55,5.68,5.73,3.58,"dewevo"
0.71,"Very Good","G","SI1",60.2,58,5.71,5.75,3.45,"dewevo"
0.7,"Very Good","D","SI1",59.4,63,5.76,5.78,3.43,"dewevo"
0.7,"Very Good","F","VS1",62.4,56,5.62,5.7,3.53,"dewevo"
0.53,"Ideal","E","VVS1",62.1,55,5.18,5.23,3.23,"dewevo"
0.74,"Ideal","G","VS2",61.3,55,5.82,5.89,3.59,"dewevo"
0.71,"Ideal","G","SI1",62.5,57,5.67,5.69,3.55,"dewevo"
0.81,"Good","D","SI2",63.8,55,5.91,5.89,3.77,"dewevo"
0.73,"Ideal","H","SI1",61.5,55,5.79,5.84,3.57,"dewevo"
0.71,"Good","E","SI1",63.8,54,5.66,5.72,3.63,"dewevo"
0.71,"Very Good","E","SI1",61.1,57,5.69,5.73,3.49,"dewevo"
0.71,"Very Good","E","SI1",61.7,61,5.74,5.76,3.55,"dewevo"
0.71,"Ideal","I","VVS1",61.4,56,5.73,5.76,3.53,"dewevo"
0.71,"Ideal","I","VVS1",62.3,56,5.7,5.73,3.56,"dewevo"
0.8,"Ideal","I","VS2",61.6,58,5.99,6.03,3.7,"dewevo"
0.7,"Good","E","VS2",60.1,62,5.77,5.74,3.46,"dewevo"
0.72,"Premium","F","VS2",62.7,59,5.75,5.71,3.59,"dewevo"
0.7,"Ideal","H","VS2",62.8,55,5.67,5.63,3.55,"dewevo"
0.76,"Ideal","F","SI1",62.7,57,5.82,5.85,3.66,"dewevo"
0.76,"Premium","F","SI1",60.3,58,5.91,5.96,3.58,"dewevo"
0.76,"Ideal","F","SI1",60.1,57,5.95,5.99,3.59,"dewevo"
0.72,"Ideal","F","VS2",61.1,56,5.83,5.79,3.55,"dewevo"
0.72,"Ideal","F","VS2",62,57,5.77,5.72,3.56,"dewevo"
0.72,"Premium","G","VS1",60.9,60,5.78,5.75,3.51,"dewevo"
0.92,"Premium","F","I1",60.7,58,6.29,6.26,3.81,"dewevo"
0.54,"Premium","E","VS1",62.7,60,5.14,5.1,3.21,"dewevo"
